Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.10.3-192.168.10.9-389-1047-6,192.168.10.3,389,192.168.10.9,1047,6,7/7/2017 9:01,1,2,0,12,0.0,6,6,6.0,0.0,0,0,0.0,0.0,12000000.0,2000000.0,1.0,0.0,1.0,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,2000000.0,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.8-445-5213-6,192.168.10.3,445,192.168.10.8,5213,6,7/7/2017 9:01,11,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,1090909.091,181818.1818,11.0,0.0,11.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,90909.09091,90909.09091,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,2049,16389,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.25-389-49154-6,192.168.10.25,49154,192.168.10.3,389,6,7/7/2017 9:01,1777,5,2,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3939.22341,296.1666667,651.8703603,1626.0,3,1777.0,444.25,788.8296711,1626.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,184,80,2813.731007,1125.492403,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,184,0,0,0,0,0,0,5,0,2,0,65535,8192,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.14-135-49412-6,192.168.10.14,49412,192.168.10.3,135,6,7/7/2017 9:01,52,1,3,6,18.0,6,6,6.0,0.0,6,6,6.0,0.0,461538.4615,76923.07692,17.33333333,25.73583753,47.0,1,0.0,0.0,0.0,0.0,0.0,5.0,2.5,2.121320344,4.0,1.0,0,0,0,0,20,60,19230.76923,57692.30769,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,3,7.5,6.0,6.0,20,0,0,0,0,0,0,1,6,3,18,253,2050,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.14-49671-49422-6,192.168.10.14,49422,192.168.10.3,49671,6,7/7/2017 9:01,51,1,2,6,12.0,6,6,6.0,0.0,6,6,6.0,0.0,352941.1765,58823.52941,25.5,33.23401872,49.0,2,0.0,0.0,0.0,0.0,0.0,49.0,49.0,0.0,49.0,49.0,0,0,0,0,20,40,19607.84314,39215.68627,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,2,8.0,6.0,6.0,20,0,0,0,0,0,0,1,6,2,12,252,2047,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.14-49671-49422-6,192.168.10.3,49671,192.168.10.14,49422,6,7/7/2017 9:01,1,2,0,12,0.0,6,6,6.0,0.0,0,0,0.0,0.0,12000000.0,2000000.0,1.0,0.0,1.0,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,2000000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,2047,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.25-389-49155-6,192.168.10.25,49155,192.168.10.3,389,6,7/7/2017 9:01,41092854,380,242,52116,248334.0,1448,0,137.1473684,214.7739792,2910,0,1026.173554,1047.275752,7311.490217,15.13645171,66172.06763,1174110.733,27700000.0,0,41100000.0,108424.4169,1502164.303,27700000.0,1.0,41100000.0,170509.029,1882409.559,27700000.0,1.0,0,0,0,0,12184,7760,9.247349916,5.889101789,0,2910,482.2632424,800.8168768,641307.6701,0,0,0,1,0,0,0,0,0,483.0385852,137.1473684,1026.173554,12184,0,0,0,0,0,0,380,52116,242,248334,65535,2081,178,32,2094872.5,1991124.307,3502810.0,686935.0,18400000.0,13100000.0,27700000.0,9176940.0,BENIGN
192.168.10.8-224.0.0.22-0-0-0,192.168.10.8,0,224.0.0.22,0,0,7/7/2017 9:01,35340761,7,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.19807157,5890126.833,11600000.0,29100000.0,2771,35300000.0,5890126.833,11600000.0,29100000.0,2771.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.19807157,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,7,0,0,0,-1,-1,0,0,47859.0,46391.8617,80663.0,15055.0,17400000.0,16700000.0,29100000.0,5591848.0,BENIGN
192.168.10.3-192.168.10.14-135-49412-6,192.168.10.3,135,192.168.10.14,49412,6,7/7/2017 9:01,85,1,2,6,12.0,6,6,6.0,0.0,6,6,6.0,0.0,211764.7059,35294.11765,42.5,57.27564928,83.0,2,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,20,40,11764.70588,23529.41176,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,2,8.0,6.0,6.0,20,0,0,0,0,0,0,1,6,2,12,2050,253,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.25-88-49158-17,192.168.10.25,49158,192.168.10.3,88,17,7/7/2017 9:01,6992,2,2,476,2660.0,238,238,238.0,0.0,1330,1330,1330.0,0.0,448512.5858,572.0823799,2330.666667,3994.450442,6943.0,4,4.0,4.0,0.0,4.0,4.0,45.0,45.0,0.0,45.0,45.0,0,0,0,0,40,40,286.0411899,286.0411899,238,1330,674.8,598.1130328,357739.2,0,0,0,0,0,0,0,0,1,843.5,238.0,1330.0,40,0,0,0,0,0,0,2,476,2,2660,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.25-88-49159-17,192.168.10.25,49159,192.168.10.3,88,17,7/7/2017 9:01,914,2,2,2624,2604.0,1312,1312,1312.0,0.0,1302,1302,1302.0,0.0,5719912.473,4376.367615,304.6666667,383.0944183,736.0,4,4.0,4.0,0.0,4.0,4.0,174.0,174.0,0.0,174.0,174.0,0,0,0,0,40,40,2188.183807,2188.183807,1302,1312,1308.0,5.477225575,30.0,0,0,0,0,0,0,0,0,1,1635.0,1312.0,1302.0,40,0,0,0,0,0,0,2,2624,2,2604,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.25-389-49154-6,192.168.10.25,49154,192.168.10.3,389,6,7/7/2017 9:01,88,3,6,0,24.0,0,0,0.0,0.0,6,0,4.0,3.098386677,272727.2727,102272.7273,11.0,14.14213562,37.0,1,50.0,25.0,33.9411255,49.0,1.0,69.0,13.8,27.51726731,63.0,1.0,0,0,0,0,96,144,34090.90909,68181.81818,0,6,2.4,3.098386677,9.6,0,0,0,0,1,1,0,0,2,2.666666667,0.0,4.0,96,0,0,0,0,0,0,3,0,6,24,65535,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.14-49671-49422-6,192.168.10.14,49422,192.168.10.3,49671,6,7/7/2017 9:01,49,2,0,12,0.0,6,6,6.0,0.0,0,0,0.0,0.0,244897.9592,40816.32653,49.0,0.0,49.0,49,49.0,49.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,40816.32653,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,252,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.25-88-49160-17,192.168.10.25,49160,192.168.10.3,88,17,7/7/2017 9:01,770,2,2,2652,2724.0,1326,1326,1326.0,0.0,1362,1362,1362.0,0.0,6981818.182,5194.805195,256.6666667,437.631504,762.0,4,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,40,40,2597.402597,2597.402597,1326,1362,1340.4,19.71801207,388.8,0,0,0,0,0,0,0,0,1,1675.5,1326.0,1362.0,40,0,0,0,0,0,0,2,2652,2,2724,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.25-53-62833-17,192.168.10.25,62833,192.168.10.3,53,17,7/7/2017 9:01,182,2,2,86,142.0,43,43,43.0,0.0,71,71,71.0,0.0,1252747.253,21978.02198,60.66666667,99.88159657,176.0,3,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,40,10989.01099,10989.01099,43,71,54.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,67.75,43.0,71.0,40,0,0,0,0,0,0,2,86,2,142,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.25-53-58010-17,192.168.10.25,58010,192.168.10.3,53,17,7/7/2017 9:01,190,2,2,88,150.0,44,44,44.0,0.0,75,75,75.0,0.0,1252631.579,21052.63158,63.33333333,103.6355795,183.0,3,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,10526.31579,10526.31579,44,75,56.4,16.97939928,288.3,0,0,0,0,0,0,0,0,1,70.5,44.0,75.0,64,0,0,0,0,0,0,2,88,2,150,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.8-445-5213-6,192.168.10.3,445,192.168.10.8,5213,6,7/7/2017 9:01,50,3,0,18,0.0,6,6,6.0,0.0,0,0,0.0,0.0,360000.0,60000.0,25.0,33.9411255,49.0,1,50.0,25.0,33.9411255,49.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,60000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,8.0,6.0,0.0,60,0,0,0,0,0,0,3,18,0,0,2049,-1,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.25-3268-49156-6,192.168.10.25,49156,192.168.10.3,3268,6,7/7/2017 9:01,1373,5,2,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,5098.324836,228.8333333,484.65964,1217.0,3,1373.0,343.25,583.9933647,1217.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,184,80,3641.660597,1456.664239,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,184,0,0,0,0,0,0,5,0,2,0,65535,8192,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
131.253.61.80-192.168.10.14-443-49443-6,192.168.10.14,49443,131.253.61.80,443,6,7/7/2017 9:01,271456,13,14,5769,16108.0,3425,0,443.7692308,982.1582657,3121,0,1150.571429,863.040307,80591.32972,99.46363315,10440.61538,20242.48771,55410.0,2,271398.0,22616.5,33449.19175,102434.0,38.0,225337.0,17333.61538,27188.20328,69429.0,48.0,0,0,0,0,272,292,47.88989744,51.57373571,0,3425,781.3214286,967.2232135,935520.7447,0,0,0,1,0,0,0,0,1,810.2592593,443.7692308,1150.571429,272,0,0,0,0,0,0,13,5769,14,16108,8192,256,12,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
131.253.61.80-192.168.10.14-443-49443-6,192.168.10.14,49443,131.253.61.80,443,6,7/7/2017 9:01,3,2,0,91,0.0,85,6,45.5,55.86143571,0,0,0.0,0.0,30300000.0,666666.6667,3.0,0.0,3.0,3,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,40,0,666666.6667,0.0,6,85,58.66666667,45.61067127,2080.333333,0,1,0,0,1,0,0,0,0,88.0,45.5,0.0,40,0,0,0,0,0,0,2,91,0,0,256,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.25-3268-49157-6,192.168.10.25,49157,192.168.10.3,3268,6,7/7/2017 9:01,40573678,108,55,13988,13706.0,1305,0,129.5185185,209.6742236,2910,0,249.2,450.7600741,682.5607479,4.017382895,250454.8025,2294649.931,27700000.0,1,40600000.0,379193.2523,2819254.814,27700000.0,1.0,40600000.0,751361.4074,3951216.858,27700000.0,3.0,0,0,0,0,3480,1776,2.66182425,1.355558646,0,2910,168.8658537,315.5160448,99550.37453,0,0,0,1,0,0,0,0,0,169.9018405,129.5185185,249.2,3480,0,0,0,0,0,0,108,13988,55,13706,65535,2079,52,32,1788938.0,1599066.831,2919649.0,658227.0,18500000.0,13000000.0,27700000.0,9263072.0,BENIGN
192.168.10.3-192.168.10.25-53-51836-17,192.168.10.25,51836,192.168.10.3,53,17,7/7/2017 9:01,180,2,2,88,188.0,44,44,44.0,0.0,94,94,94.0,0.0,1533333.333,22222.22222,60.0,62.86493458,128.0,4,4.0,4.0,0.0,4.0,4.0,48.0,48.0,0.0,48.0,48.0,0,0,0,0,64,64,11111.11111,11111.11111,44,94,64.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,80.0,44.0,94.0,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.25-53-54597-17,192.168.10.25,54597,192.168.10.3,53,17,7/7/2017 9:01,162,2,2,86,186.0,43,43,43.0,0.0,93,93,93.0,0.0,1679012.346,24691.35802,54.0,88.33459119,156.0,3,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,12345.67901,12345.67901,43,93,63.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,78.75,43.0,93.0,64,0,0,0,0,0,0,2,86,2,186,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.25-53-62582-17,192.168.10.25,62582,192.168.10.3,53,17,7/7/2017 9:01,169,2,2,86,186.0,43,43,43.0,0.0,93,93,93.0,0.0,1609467.456,23668.63905,56.33333333,57.57024695,118.0,4,4.0,4.0,0.0,4.0,4.0,47.0,47.0,0.0,47.0,47.0,0,0,0,0,64,64,11834.31953,11834.31953,43,93,63.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,78.75,43.0,93.0,64,0,0,0,0,0,0,2,86,2,186,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.25-53-63191-17,192.168.10.25,63191,192.168.10.3,53,17,7/7/2017 9:01,166,2,2,86,142.0,43,43,43.0,0.0,71,71,71.0,0.0,1373493.976,24096.38554,55.33333333,88.91194146,158.0,4,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,40,40,12048.19277,12048.19277,43,71,54.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,67.75,43.0,71.0,40,0,0,0,0,0,0,2,86,2,142,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.25-53-54370-17,192.168.10.25,54370,192.168.10.3,53,17,7/7/2017 9:01,143,2,2,64,96.0,32,32,32.0,0.0,48,48,48.0,0.0,1118881.119,27972.02797,47.66666667,77.36493607,137.0,3,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,13986.01399,13986.01399,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.25-53-53630-17,192.168.10.25,53630,192.168.10.3,53,17,7/7/2017 9:01,192,2,2,80,180.0,40,40,40.0,0.0,90,90,90.0,0.0,1354166.667,20833.33333,64.0,105.6550993,186.0,3,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,10416.66667,10416.66667,40,90,60.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,75.0,40.0,90.0,64,0,0,0,0,0,0,2,80,2,180,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.25-53-58280-17,192.168.10.25,58280,192.168.10.3,53,17,7/7/2017 9:01,224,2,2,76,176.0,38,38,38.0,0.0,88,88,88.0,0.0,1125000.0,17857.14286,74.66666667,87.11677986,172.0,4,4.0,4.0,0.0,4.0,4.0,48.0,48.0,0.0,48.0,48.0,0,0,0,0,64,64,8928.571429,8928.571429,38,88,58.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,72.5,38.0,88.0,64,0,0,0,0,0,0,2,76,2,176,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.25-137-49161-17,192.168.10.25,49161,192.168.10.3,137,17,7/7/2017 9:01,106,2,2,100,112.0,50,50,50.0,0.0,56,56,56.0,0.0,2000000.0,37735.84906,35.33333333,55.13921774,99.0,3,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,18867.92453,18867.92453,50,56,52.4,3.286335345,10.8,0,0,0,0,0,0,0,0,1,65.5,50.0,56.0,64,0,0,0,0,0,0,2,100,2,112,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.25-3268-49156-6,192.168.10.25,49156,192.168.10.3,3268,6,7/7/2017 9:01,105,3,6,0,24.0,0,0,0.0,0.0,6,0,4.0,3.098386677,228571.4286,85714.28571,13.125,16.45285472,38.0,1,65.0,32.5,43.13351365,63.0,2.0,68.0,13.6,26.51037533,61.0,1.0,0,0,0,0,96,144,28571.42857,57142.85714,0,6,2.4,3.098386677,9.6,0,0,0,0,1,1,0,0,2,2.666666667,0.0,4.0,96,0,0,0,0,0,0,3,0,6,24,65535,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.25-53-64656-17,192.168.10.25,64656,192.168.10.3,53,17,7/7/2017 9:01,164,2,2,88,188.0,44,44,44.0,0.0,94,94,94.0,0.0,1682926.829,24390.2439,54.66666667,88.62467677,157.0,3,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,12195.12195,12195.12195,44,94,64.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,80.0,44.0,94.0,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.255-192.168.10.25-137-49162-17,192.168.10.25,49162,192.168.10.255,137,17,7/7/2017 9:01,541785,36,0,1800,0.0,50,50,50.0,0.0,0,0,0.0,0.0,3322.351117,66.44702234,15479.57143,63789.30323,270894.0,1,541785.0,15479.57143,63789.30323,270894.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1008,0,66.44702234,0.0,50,50,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0,51.38888889,50.0,0.0,1008,0,0,0,0,0,0,36,1800,0,0,-1,-1,35,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.25-389-49159-6,192.168.10.25,49159,192.168.10.3,389,6,7/7/2017 9:01,45539,19,8,298,714.0,64,0,15.68421053,24.00937926,144,0,89.25,58.96912025,22222.7102,592.8983948,1751.5,8710.509901,44458.0,1,45539.0,2529.944444,10463.98238,44458.0,1.0,874.0,124.8571429,143.2008247,334.0,2.0,0,0,0,0,632,272,417.2247963,175.6735985,0,144,36.14285714,49.64295801,2464.42328,0,0,0,1,0,0,0,0,0,37.48148148,15.68421053,89.25,632,0,0,0,0,0,0,19,298,8,714,65535,2081,8,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.25-389-49158-6,192.168.10.25,49158,192.168.10.3,389,6,7/7/2017 9:01,94263,17,8,284,714.0,64,0,16.70588235,25.25807966,144,0,89.25,58.96912025,10587.39909,265.215408,3927.625,18908.8301,92701.0,3,94263.0,5891.4375,23149.42988,92701.0,4.0,1350.0,192.8571429,247.9908792,596.0,3.0,0,0,0,0,568,272,180.3464774,84.86893055,0,144,38.38461538,50.8763811,2588.406154,0,0,0,1,0,0,0,0,0,39.92,16.70588235,89.25,568,0,0,0,0,0,0,17,284,8,714,65535,2081,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.14-13.82.187.188-49444-443-6,192.168.10.14,49444,13.82.187.188,443,6,7/7/2017 9:01,104876042,10,7,2273,4665.0,1557,0,227.3,479.3892063,1460,0,666.4285714,708.4732075,66.15428908,0.162096125,6554752.625,26100000.0,105000000.0,9,105000000.0,11700000.0,34900000.0,105000000.0,49.0,192059.0,32009.83333,35373.97115,77463.0,48.0,0,0,0,0,212,152,0.095350662,0.066745463,0,1557,385.4444444,595.6341378,354780.0261,0,0,0,1,0,0,0,0,0,408.1176471,227.3,666.4285714,212,0,0,0,0,0,0,10,2273,7,4665,8192,513,9,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.1-192.168.10.3-53-60687-17,192.168.10.3,60687,192.168.10.1,53,17,7/7/2017 9:01,359723,1,1,47,123.0,47,47,47.0,0.0,123,123,123.0,0.0,472.5858508,5.559833539,359723.0,0.0,359723.0,359723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,2.779916769,2.779916769,47,123,72.33333333,43.87862046,1925.333333,0,0,0,0,0,0,0,0,1,108.5,47.0,123.0,20,0,0,0,0,0,0,1,47,1,123,-1,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.14-53-63726-17,192.168.10.14,63726,192.168.10.3,53,17,7/7/2017 9:01,360163,2,2,72,224.0,36,36,36.0,0.0,112,112,112.0,0.0,821.8501068,11.10608252,120054.3333,207935.0088,360157.0,3,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,40,5.553041262,5.553041262,36,112,66.4,41.62691437,1732.8,0,0,0,0,0,0,0,0,1,83.0,36.0,112.0,40,0,0,0,0,0,0,2,72,2,224,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.25-389-49158-6,192.168.10.25,49158,192.168.10.3,389,6,7/7/2017 9:01,152,3,6,0,24.0,0,0,0.0,0.0,6,0,4.0,3.098386677,157894.7368,59210.52632,19.0,15.22216429,37.0,0,124.0,62.0,19.79898987,76.0,48.0,118.0,23.6,30.6643115,65.0,0.0,0,0,0,0,96,144,19736.84211,39473.68421,0,6,2.4,3.098386677,9.6,0,0,0,0,1,1,0,0,2,2.666666667,0.0,4.0,96,0,0,0,0,0,0,3,0,6,24,65535,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.25-389-49159-6,192.168.10.25,49159,192.168.10.3,389,6,7/7/2017 9:01,43,1,4,0,24.0,0,0,0.0,0.0,6,6,6.0,0.0,558139.5349,116279.0698,10.75,17.55704987,37.0,1,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.732050808,4.0,1.0,0,0,0,0,32,80,23255.81395,93023.25581,0,6,4.0,3.098386677,9.6,0,0,0,0,1,1,0,0,4,4.8,0.0,6.0,32,0,0,0,0,0,0,1,0,4,24,65535,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.25-88-49170-17,192.168.10.25,49170,192.168.10.3,88,17,7/7/2017 9:01,251,2,2,2672,170.0,1336,1336,1336.0,0.0,85,85,85.0,0.0,11300000.0,15936.25498,83.66666667,137.9867143,243.0,4,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,64,64,7968.12749,7968.12749,85,1336,835.6,685.2009194,469500.3,0,0,0,0,0,0,0,0,1,1044.5,1336.0,85.0,64,0,0,0,0,0,0,2,2672,2,170,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.25-389-49163-17,192.168.10.25,49163,192.168.10.3,389,17,7/7/2017 9:01,164,2,2,188,326.0,94,94,94.0,0.0,163,163,163.0,0.0,3134146.341,24390.2439,54.66666667,90.35670054,159.0,2,2.0,2.0,0.0,2.0,2.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,40,12195.12195,12195.12195,94,163,121.6,37.79285647,1428.3,0,0,0,0,0,0,0,0,1,152.0,94.0,163.0,40,0,0,0,0,0,0,2,188,2,326,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.25-88-49173-17,192.168.10.25,49173,192.168.10.3,88,17,7/7/2017 9:01,264,2,2,2692,192.0,1346,1346,1346.0,0.0,96,96,96.0,0.0,10900000.0,15151.51515,88.0,145.4922678,256.0,4,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,64,64,7575.757576,7575.757576,96,1346,846.0,684.6531969,468750.0,0,0,0,0,0,0,0,0,1,1057.5,1346.0,96.0,64,0,0,0,0,0,0,2,2692,2,192,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
